C:\Users\Lucian\AppData\Local\Temp\tmpbyvto3pf\BIOMD0000000498_url.xml,http://identifiers.org/subtiwiki/BSU0000201
C:\Users\Lucian\AppData\Local\Temp\tmpbyvto3pf\BIOMD0000000498_url.xml,http://identifiers.org/subtiwiki/BSU0000201
C:\Users\Lucian\AppData\Local\Temp\tmp95qvyiea\Parmar2017_Adequate_tracer.xml,http://identifiers.org/ncit/25559
C:\Users\Lucian\AppData\Local\Temp\tmpdk7vdxlc\Grigolon2018_fig1b.xml,http://identifiers.org/pdb-ccd/26158
C:\Users\Lucian\AppData\Local\Temp\tmpfqc9zzne\Ndairou2020.xml,http://identifiers.org/ncit/0000511
C:\Users\Lucian\AppData\Local\Temp\tmpbxxwds0n\Mwalili2020.xml,http://identifiers.org/ncit/0000597
C:\Users\Lucian\AppData\Local\Temp\tmp9ky3xfvf\Ghanbari2020.xml,http://identifiers.org/ncit/0000621
C:\Users\Lucian\AppData\Local\Temp\tmpufc5dn1e\Malkov2020.xml,http://identifiers.org/ncit/0000514
C:\Users\Lucian\AppData\Local\Temp\tmpufc5dn1e\Malkov2020.xml,http://identifiers.org/ncit/0000597
C:\Users\Lucian\AppData\Local\Temp\tmp7nqjv1yf\Malkov2020.xml,http://identifiers.org/ncit/0000514
C:\Users\Lucian\AppData\Local\Temp\tmp7nqjv1yf\Malkov2020.xml,http://identifiers.org/ncit/0000597
